,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,-0.999754846096,-0.998333275318,-0.99918782711,-0.999993383884,0.999459803104,0.993782281876,-0.999993979931,0.999919056892,-0.998231828213,-0.996296882629,0.0146672129631,0.992641866207,0.997802376747,0.996226131916,-0.686328709126
1,0.999358654022,0.996564984322,-0.999193191528,-0.999802112579,0.999570548534,0.999997794628,-0.999982357025,0.999910831451,-0.998226642609,-0.99988168478,0.970995366573,-0.999943077564,0.212997734547,-0.969737410545,-0.687046229839
2,-0.999971091747,-0.998934090137,-0.999995052814,-0.999999761581,0.999977588654,0.999995529652,-0.999999940395,0.999999463558,-1.0,-0.999961495399,0.971640348434,0.99999165535,0.999998688698,0.999444782734,0.167252734303
3,0.999301552773,0.997110843658,-0.999979555607,-0.99999320507,0.999977529049,0.999989569187,-0.999988853931,0.999996840954,-0.999995112419,-0.999992549419,0.99711817503,-0.999908208847,0.426654517651,-0.590490341187,0.160257518291
4,-0.99996393919,-0.998818814754,-0.999999821186,-0.999999761581,0.999995231628,0.999996900558,-0.999999880791,0.999999463558,-1.0,-0.999991059303,0.997131168842,0.999988615513,0.999992311001,0.998874306679,-0.0069542885758
5,0.999306380749,0.997925162315,-0.999989688396,-0.999992847443,0.999995052814,0.999992132187,-0.999988555908,0.999997079372,-0.999993145466,-0.999995231628,0.999618828297,-0.999918580055,0.31971681118,-0.595202088356,-0.0116353034973
6,-0.809131622314,0.461160570383,-0.999989688396,-0.999362230301,0.999995052814,0.999951481819,-0.998533666134,-0.953210055828,0.177103042603,-0.999966919422,0.999231696129,-0.996023595333,0.997748613358,0.993457198143,-0.0142524838448
7,0.961809277534,0.998525202274,-0.999989688396,-0.999360144138,0.999995172024,0.999999940395,-0.996044635773,-0.953199625015,0.342157840729,-0.999994039536,0.998480796814,-0.999716520309,-0.711112439632,-0.437553822994,-0.228504776955
8,-0.888636648655,-0.781646609306,-0.999989688396,-0.999310672283,0.999995172024,0.999964892864,-0.999930143356,0.995808959007,-0.87280780077,-0.999997913837,0.998484075069,-0.497850716114,0.99992108345,0.984072208405,-0.206808924675
9,0.999300718307,0.998733997345,-0.999989628792,-0.999301254749,0.999995172024,0.999999880791,-0.999870121479,0.995806694031,-0.872701108456,-0.999998927116,0.998403787613,-0.999961853027,-0.627613544464,-0.605182528496,-0.216109514236
10,-0.409441292286,0.460551708937,-0.999989628792,-0.997708916664,0.999995172024,0.999809503555,-0.998533546925,-0.974238991737,0.439279139042,-0.999960005283,0.997432351112,-0.988366305828,0.99948567152,0.99566501379,-0.217545628548
11,0.913046777248,0.996470212936,-0.999989628792,-0.997704923153,0.999995350838,0.999999761581,-0.987077474594,-0.974225342274,0.594053089619,-0.999992370605,0.994904637337,-0.999526619911,-0.71114307642,-0.432817518711,-0.418639361858
12,-0.984515190125,-0.996042490005,-1.0,-0.999997079372,0.999995112419,0.999998152256,-0.999998927116,-0.999261856079,0.999997496605,-0.999988138676,0.966819524765,0.99943202734,0.99999576807,0.998790383339,0.998576700687
13,0.98137485981,0.999003708363,-0.999998807907,-0.99998998642,0.999973535538,0.999999046326,-0.999505639076,-0.999261796474,0.999981641769,-0.999997079372,0.980337262154,-0.991387486458,-0.36119133234,-0.358626067638,0.0932071805
14,-0.687296509743,-0.862689912319,-0.999998807907,-0.999928057194,0.999973535538,0.999985933304,-0.999930143356,0.979625999928,-0.652517616749,-0.999999165535,0.980508863926,0.104385256767,0.999813079834,0.983581840992,0.131085515022
15,0.99922055006,0.998792827129,-0.999997973442,-0.999917387962,0.999973654747,0.999999165535,-0.999843001366,0.979623675346,-0.652859687805,-0.999998092651,0.990604996681,-0.999946832657,-0.354256004095,-0.545851111412,0.110508799553
16,-0.99981123209,-0.998933851719,-0.999999880791,-0.999999761581,0.999997675419,0.999974131584,-0.999999880791,0.999999403954,-0.999999165535,-0.999987483025,0.990657627583,0.999990880489,0.99999409914,0.998952805996,0.234176650643
17,0.999297082424,0.996871352196,-0.999980449677,-0.999993860722,0.999997377396,0.999988019466,-0.999988794327,0.999996781349,-0.999994635582,-0.99999409914,0.998614311218,-0.999904096127,0.457287073135,-0.57573133707,0.226313233376
18,-0.808332085609,0.461844086647,-0.999980449677,-0.999514341354,0.999997377396,0.999951660633,-0.99853348732,-0.947192847729,0.00519043207169,-0.999967336655,0.998249411583,-0.997076094151,0.995944261551,0.992100954056,0.221213757992
19,0.966646134853,0.997892439365,-0.999980449677,-0.999512791634,0.999997377396,0.999999880791,-0.996413350105,-0.947180271149,0.168993651867,-0.999993026257,0.997873365879,-0.999671041965,-0.710796713829,-0.41999912262,-0.07440751791
